frame,track_number,x,y,intensity,intensity_roiOnMeanXY,zeroed_X,zeroed_Y,lagNumber,distanceFromOrigin,dy-dt: distance,radius_gyration,asymmetry,skewness,kurtosis,fracDimension,netDispl,Straight,Experiment,SVM,nnDist_inFrame,n_segments,lag,meanLag,track_length,radius_gyration_scaled,radius_gyration_scaled_nSegments,radius_gyration_scaled_trackLength,roi_1,camera black estimate,roi_1 smoothed,d_squared,lag_squared,dt,velocity,direction_Relative_To_Origin,meanVelocity,intensity - mean roi1,intensity - mean roi1 and black,intensity_roiOnMeanXY - mean roi1,intensity_roiOnMeanXY - mean roi1 and black,intensity - smoothed roi_1,intensity_roiOnMeanXY - smoothed roi_1,nnCountInFrame_within_3_pixels,nnCountInFrame_within_5_pixels,nnCountInFrame_within_10_pixels,nnCountInFrame_within_20_pixels,nnCountInFrame_within_30_pixels,mean_X,mean_Y,distanceFromMean,meanLocDistanceFromCenter
76,16.0,50.12855243418217,44.652720398776246,178.46666666666664,178.46666666666664,1.0630707112993605,-0.1328157873237714,76.0,1.0713353212626575,0.1001222281713686,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.1605533623141173,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,124.94,112.2,125.6816,1.1477593705849616,0.0257773821503682,1.0,0.1605533623141173,352.8785949944884,0.1126250209394635,51.960409958907405,-59.5257877689147,51.960409958907405,-59.5257877689147,52.78506666666664,52.78506666666664,0,0,1,4,9,49.84671955672534,44.65775611524321,0.2818778623019754,0.3784484045365049
77,16.0,50.130669774144295,44.49218099855981,200.0444444444444,191.55555555555557,1.0651880512614866,-0.2933551875402074,77.0,1.1048451704229845,0.0335098491603269,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.138013894181497,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,124.464,110.1,125.61400000000002,1.2206828506069936,0.0190478349871414,1.0,0.138013894181497,344.6023240542679,0.1126250209394635,73.53818773668519,-37.948009991136914,65.04929884779631,-46.436898880025794,74.4304444444444,65.94155555555552,0,0,1,4,10,49.84671955672534,44.65775611524321,0.328698714991393,0.3784484045365049
78,16.0,50.268455487974144,44.48424802613201,189.9333333333333,178.5111111111111,1.202973765091336,-0.3012881599680099,78.0,1.2401292008637383,0.1352840304407538,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.2348633331514028,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,125.272,112.6,125.6264,1.5379204348349342,0.0551607852589868,1.0,0.2348633331514028,345.9393411500921,0.1126250209394635,63.4270766255741,-48.059121102248,52.00485440335186,-59.481343324470245,64.30693333333333,52.88471111111109,0,0,1,3,8,49.84671955672534,44.65775611524321,0.4560331706063902,0.3784484045365049
79,16.0,50.19449679671784,44.707162577578615,181.81111111111116,181.81111111111116,1.1290150738350349,-0.078373608521403,79.0,1.131732061691015,-0.1083971391727234,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.1501849923101603,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,125.364,108.6,125.832,1.2808174594593953,0.0225555319152029,1.0,0.1501849923101603,356.0290301207212,0.1126250209394635,55.3048544033519,-56.181343324470205,55.3048544033519,-56.181343324470205,55.97911111111114,55.97911111111114,0,0,1,3,9,49.84671955672534,44.65775611524321,0.3512691378093196,0.3784484045365049
80,16.0,50.25643376974188,44.57034392648227,189.3777777777778,189.3777777777778,1.1909520468590742,-0.2151922596177442,80.0,1.210237367840379,0.0785053061493641,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.109414011651579,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,125.988,110.8,125.7096,1.464674486517209,0.0119714259456918,1.0,0.109414011651579,349.7577778406621,0.1126250209394635,62.87152107001856,-48.61467665780354,62.87152107001856,-48.61467665780354,63.668177777777785,63.668177777777785,0,0,1,3,12,49.84671955672534,44.65775611524321,0.41893511083668095,0.3784484045365049
81,16.0,50.29713227434128,44.67190699885144,175.82222222222222,175.82222222222222,1.231650551458472,-0.113629187248577,81.0,1.236881026252214,0.026643658411835,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.0801028374143654,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,126.69599999999998,110.7,125.788,1.5298746731027304,0.0064164645618322,1.0,0.0801028374143654,354.7289469636992,0.1126250209394635,49.31596551446299,-62.17023221335912,49.31596551446299,-62.17023221335912,50.03422222222221,50.03422222222221,0,0,1,4,10,49.84671955672534,44.65775611524321,0.45063495614196447,0.3784484045365049
82,16.0,50.28755437893387,44.75143516041322,193.74444444444447,193.74444444444447,1.2220726560510613,-0.0341010256867946,82.0,1.2225483453101504,-0.0143326809420636,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.0936874616480416,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,125.808,110.8,125.878,1.4946244566205868,0.0087773404700532,1.0,0.0936874616480416,358.40161879303264,0.1126250209394635,67.23818773668523,-44.24800999113687,67.23818773668523,-44.24800999113687,67.86644444444447,67.86644444444447,0,0,1,5,11,49.84671955672534,44.65775611524321,0.4506784929143958,0.3784484045365049
83,16.0,50.34471153959543,44.677203095541216,186.57777777777775,186.57777777777775,1.279229816712622,-0.1083330905588013,83.0,1.2838087795605035,0.0612604342503531,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.0723511824458902,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,126.52800000000003,110.5,125.8372,1.6481649824766296,0.0052346936013184,1.0,0.0723511824458902,355.1593889573745,0.1126250209394635,60.07152107001855,-51.414676657803554,60.07152107001855,-51.414676657803554,60.74057777777777,60.74057777777777,0,0,1,5,11,49.84671955672534,44.65775611524321,0.4983715481902986,0.3784484045365049
84,16.0,50.41675519913007,44.67053940871072,182.87777777777777,182.87777777777777,1.351273476247265,-0.114996777389301,84.0,1.3561579061522635,0.0723491265917599,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.0467074825523646,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,127.35599999999997,112.0,125.8876,1.8391642664192915,0.0021815889263794,1.0,0.0467074825523646,355.1357053303844,0.1126250209394635,56.37152107001853,-55.11467665780357,56.37152107001853,-55.11467665780357,56.99017777777776,56.99017777777776,0,0,1,4,11,49.84671955672534,44.65775611524321,0.5701789598044221,0.3784484045365049
85,16.0,50.46336687929314,44.67352942522494,181.07777777777775,181.07777777777775,1.3978851564103325,-0.1120067608750758,85.0,1.4023652965593756,0.046207390407112,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.0855474817017789,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,124.68,108.7,125.8692,1.966628424994065,0.0073183716255162,1.0,0.0855474817017789,355.4189129943915,0.1126250209394635,54.57152107001855,-56.914676657803554,54.57152107001855,-56.914676657803554,55.208577777777776,55.208577777777776,0,0,1,4,12,49.84671955672534,44.65775611524321,0.6168490234553482,0.3784484045365049
86,16.0,50.44522446217587,44.58992784433882,177.8777777777778,177.8777777777778,1.3797427392930643,-0.1956083417612006,86.0,1.3935396119229964,-0.0088256846363792,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.105942443749766,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,125.72400000000005,111.6,125.6104,1.9419526499984956,0.0112238013876723,1.0,0.105942443749766,351.9308597261687,0.1126250209394635,51.37152107001856,-60.11467665780354,51.37152107001856,-60.11467665780354,52.2673777777778,52.2673777777778,0,0,1,4,10,49.84671955672534,44.65775611524321,0.6023361156216939,0.3784484045365049
87,16.0,50.48188620194989,44.68932461603898,181.18888888888893,181.18888888888893,1.4164044790670829,-0.0962115700610368,87.0,1.4196683818888494,0.026128769965853,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.1214128376810644,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,125.364,107.0,125.5536,2.015458314534904,0.0147410771537685,1.0,0.1214128376810644,356.1140605793818,0.1126250209394635,54.68263218112969,-56.80356554669241,54.68263218112969,-56.80356554669241,55.63528888888892,55.63528888888892,0,0,1,4,11,49.84671955672534,44.65775611524321,0.6359506564571683,0.3784484045365049
88,16.0,50.39084246464708,44.60899955736048,186.27777777777777,186.27777777777777,1.3253607417642712,-0.1765366287395409,88.0,1.3370662949519974,-0.082602086936852,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.0861184836826999,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,124.864,109.5,125.4608,1.7877462770966617,0.0074163932318074,1.0,0.0861184836826999,352.4129231643592,0.1126250209394635,59.77152107001854,-51.714676657803565,59.77152107001854,-51.714676657803565,60.81697777777778,60.81697777777778,0,0,1,4,13,49.84671955672534,44.65775611524321,0.5463029753367465,0.3784484045365049
89,16.0,50.34172875341457,44.67974018642735,192.3888888888889,192.3888888888889,1.2762470305317637,-0.1057959996726651,89.0,1.2806245650025156,-0.0564417299494817,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.1122101524172585,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,125.868,109.2,125.2012,1.6399992764878824,0.0125911183055043,1.0,0.1122101524172585,355.2612336840953,0.1126250209394635,65.88263218112968,-45.60356554669242,65.88263218112968,-45.60356554669242,67.18768888888891,67.18768888888891,0,0,1,5,12,49.84671955672534,44.65775611524321,0.4954971283395574,0.3784484045365049
90,16.0,50.44579344319746,44.72171230390903,177.03333333333333,177.03333333333333,1.380311720314651,-0.063823882190988,90.0,1.3817865005766703,0.1011619355741548,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.12047845873507,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,125.804,110.7,125.20080000000002,1.9093339331759207,0.0145150590191779,1.0,0.12047845873507,357.3526006970962,0.1126250209394635,50.5270766255741,-60.959121102248005,50.5270766255741,-60.959121102248005,51.83253333333332,51.83253333333332,0,0,1,4,9,49.84671955672534,44.65775611524321,0.6024781452645962,0.3784484045365049
91,16.0,50.50398303930464,44.61621808641792,169.23333333333332,174.3777777777778,1.438501316421835,-0.1693180996820942,91.0,1.4484317920521173,0.0666452914754467,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.1087109092510248,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,124.10799999999998,113.3,124.9672,2.097954656227308,0.0118180617901845,1.0,0.1087109092510248,353.286916163108,0.1126250209394635,42.727076625574085,-68.75912110224802,47.87152107001856,-63.61467665780354,44.26613333333333,49.4105777777778,0,0,1,4,11,49.84671955672534,44.65775611524321,0.658574743951637,0.3784484045365049
92,16.0,50.58558157130456,44.68804942613565,183.86666666666667,191.38888888888889,1.5200998484217507,-0.0974867599643687,92.0,1.5232226421440105,0.0747908500918932,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.1188665450058555,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,125.24000000000002,111.1,124.7536,2.3202072175401804,0.014129255521629,1.0,0.1188665450058555,356.3305429393484,0.1126250209394635,57.36040995890744,-54.12578776891466,64.88263218112965,-46.60356554669245,59.11306666666667,66.63528888888888,0,0,1,4,11,49.84671955672534,44.65775611524321,0.739482766041838,0.3784484045365049
93,16.0,50.4668698745466,44.69411478469688,186.72222222222223,186.72222222222223,1.4013881516637952,-0.0914214014031387,93.0,1.4043669834691292,-0.1188556586748812,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.0995028690774688,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,125.59999999999998,111.9,124.7928,1.972246624258181,0.0099008209546479,1.0,0.0995028690774688,356.2675232444421,0.1126250209394635,60.21596551446302,-51.27023221335908,60.21596551446302,-51.27023221335908,61.92942222222226,61.92942222222226,0,0,1,5,13,49.84671955672534,44.65775611524321,0.6212152360802615,0.3784484045365049
94,16.0,50.40841465520872,44.77463688282409,190.2111111111111,190.2111111111111,1.3429329323259154,-0.0108993032759272,94.0,1.3429771612121266,-0.0613898222570026,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.1186313384651807,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,124.76000000000003,111.1,124.5776,1.8035876555373824,0.0140733944660402,1.0,0.1186313384651807,359.53499512058386,0.1126250209394635,63.704854403351874,-47.78134332447023,63.704854403351874,-47.78134332447023,65.63351111111112,65.63351111111112,0,0,1,6,12,49.84671955672534,44.65775611524321,0.5737268491979033,0.3784484045365049
95,16.0,50.36222056347184,44.66536886209229,185.2555555555556,185.2555555555556,1.296738840589029,-0.1201673240077241,95.0,1.3022948231684546,-0.040682338043672,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.0393126086567117,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,124.676,110.3,124.5776,1.6959718064513565,0.0015454811993957,1.0,0.0393126086567117,354.7055855595832,0.1126250209394635,58.749298847796325,-52.73689888002578,58.749298847796325,-52.73689888002578,60.67795555555557,60.67795555555557,0,0,1,5,11,49.84671955672534,44.65775611524321,0.5155572149347154,0.3784484045365049
96,16.0,50.32724284847957,44.68331435326182,179.70000000000002,179.70000000000002,1.2617611255967631,-0.1022218328381967,96.0,1.265895114603106,-0.0363997085653486,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.2181115090965424,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,123.38799999999998,107.9,124.5776,1.6024904411760106,0.0475726304003711,1.0,0.2181115090965424,355.3682865168622,0.1126250209394635,53.19374329224078,-58.29245443558132,53.19374329224078,-58.29245443558132,55.12240000000003,55.12240000000003,0,0,1,4,11,49.84671955672534,44.65775611524321,0.48120251188968044,0.3784484045365049
97,16.0,50.54533290004736,44.68637373351425,187.3222222222222,193.77777777777777,1.479851177164555,-0.0991624525857659,97.0,1.4831698144710683,0.2172746998679626,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.0706518999197628,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,123.228,109.4,124.5776,2.199792698558144,0.0049916909622721,1.0,0.0706518999197628,356.16643263861965,0.1126250209394635,60.81596551446296,-50.67023221335914,67.27152107001854,-44.214676657803565,62.744622222222205,69.20017777777778,0,0,1,4,12,49.84671955672534,44.65775611524321,0.699199235942862,0.3784484045365049
98,16.0,50.5075385536474,44.62668053170306,184.0111111111111,194.5,1.4420568307645922,-0.1588556543969588,98.0,1.4507801425745757,-0.0323896718964928,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,0.0287018057434699,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,125.256,109.6,124.5776,2.104763022088706,0.0008237936529358,,,353.71369599783617,0.1126250209394635,57.50485440335186,-53.981343324470245,67.99374329224074,-43.492454435581365,59.4335111111111,69.92239999999998,0,0,1,3,11,49.84671955672534,44.65775611524321,0.6615492714722305,0.3784484045365049
99,16.0,50.535348027647416,44.61957934808493,174.47777777777776,181.76666666666665,1.469866304764608,-0.1659568380150844,99.0,1.4792054035752873,0.0284252610007116,0.435,0.583,0.182,0.904,1.682,1.479,-0.447,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,3.0,5.008045152213961,100.0,,0.1117773116950595,11.065953857810896,3.891666326586262,0.00435,0.0393097608746087,123.716,107.1,124.5776,2.1880486259663288,,,,353.5582386020964,0.1126250209394635,47.971521070018525,-63.51467665780358,55.26040995890742,-56.225787768914685,49.90017777777777,57.18906666666666,0,0,1,4,12,49.84671955672534,44.65775611524321,0.6896858969959686,0.3784484045365049
0,17.0,50.75503078673966,4.7896075184985865,157.54,,0.0,0.0,0.0,0.0,0.0,2.095,0.248,-0.214,-1.527,1.697,1.855,0.119,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,2.0,4.586792520248712,11.0,1.339,1.673,16.726,1.253,0.19,0.125,129.85199999999998,115.4,,0.0,1.792921,1.0,1.339,0.0,1.34745,31.03374329224076,-80.45245443558134,,,,,0,1,1,6,9,52.56936710557716,5.910266242996683,2.1325318883070663,1.91382162874963
1,17.0,51.02274389407694,6.101330638763722,162.83,,0.2677131073372791,1.3117231202651354,1.0,1.338763553462031,1.338763553462031,2.095,0.248,-0.214,-1.527,1.697,1.855,0.119,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,2.0,2.985057612867769,11.0,1.691,1.673,16.726,1.253,0.19,0.125,127.688,113.9,,1.7922878520782843,2.859481,2.0,0.8455,78.46477083842008,1.34745,36.32374329224078,-75.16245443558132,,,,,1,1,1,6,10,52.56936710557716,5.910266242996683,1.5583802365536703,1.91382162874963
3,17.0,52.43666302254559,7.028110787710176,172.06,,1.681632235805928,2.2385032692115896,3.0,2.7997828242155887,0.7305096353767788,2.095,0.248,-0.214,-1.527,1.697,1.855,0.119,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,2.0,9.981919032979524,11.0,1.422,1.673,16.726,1.253,0.19,0.125,129.236,114.7,,7.838783862772618,2.022084,1.0,1.422,53.08500242548545,1.34745,45.55374329224077,-65.93245443558133,,,,,0,0,1,6,12,52.56936710557716,5.910266242996683,1.1256939192333615,1.91382162874963
4,17.0,52.26794251468411,5.61620635056451,161.01,,1.5129117279444486,0.8265988320659234,4.0,1.7239975422617648,-1.0757852819538238,2.095,0.248,-0.214,-1.527,1.697,1.855,0.119,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,2.0,12.22372930556472,11.0,1.78,1.673,16.726,1.253,0.19,0.125,127.076,113.7,,2.9721675257246054,3.1684,2.0,0.89,28.650555166306766,1.34745,34.50374329224076,-76.98245443558135,,,,,0,0,0,5,9,52.56936710557716,5.910266242996683,0.42110331788322847,1.91382162874963
6,17.0,52.99930159395181,7.23893750340265,158.72,,2.2442708072121533,2.449329984904064,6.0,3.322042870141027,0.7990226639396311,2.095,0.248,-0.214,-1.527,1.697,1.855,0.119,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,2.0,0.2229466318124548,11.0,2.402,1.673,16.726,1.253,0.19,0.125,127.48000000000002,113.5,,11.035968831054833,5.769604000000001,2.0,1.201,47.50161000784927,1.34745,32.213743292240764,-79.27245443558134,,,,,1,1,2,7,11,52.56936710557716,5.910266242996683,1.39649954619497,1.91382162874963
8,17.0,54.46820544752433,9.139907216692263,155.79,,3.7131746607846736,4.350299698193677,8.0,5.719508154168273,1.198732642013623,2.095,0.248,-0.214,-1.527,1.697,1.855,0.119,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,2.0,8.630327251040766,11.0,1.66,1.673,16.726,1.253,0.19,0.125,128.052,109.7,,32.71277352559736,2.7556,1.0,1.66,49.51776607704003,1.34745,29.28374329224076,-82.20245443558134,,,,,0,0,2,6,12,52.56936710557716,5.910266242996683,3.74648740393212,1.91382162874963
9,17.0,54.26559130053671,7.492091525601283,159.76,,3.510560513797053,2.7024840071026963,9.0,4.430288357395811,-1.2892197967724623,2.095,0.248,-0.214,-1.527,1.697,1.855,0.119,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,2.0,10.06704631636799,11.0,1.836,1.673,16.726,1.253,0.19,0.125,128.548,113.2,,19.62745492967687,3.370896,1.0,1.836,37.58963531303588,1.34745,33.25374329224076,-78.23245443558135,,,,,0,0,0,6,12,52.56936710557716,5.910266242996683,2.319342092976651,1.91382162874963
10,17.0,54.596626612237,5.686253953734286,152.73,,3.8415958254973432,0.8966464352356995,10.0,3.9448489598842063,-0.4854393975116045,2.095,0.248,-0.214,-1.527,1.697,1.855,0.119,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,2.0,11.550195670717422,11.0,2.911,1.673,16.726,1.253,0.19,0.125,127.28400000000002,110.4,,15.561833316299504,8.473921,1.0,2.911,13.137898909458553,1.34745,26.223743292240755,-85.26245443558135,,,,,0,0,0,7,11,52.56936710557716,5.910266242996683,2.0395986401945114,1.91382162874963
11,17.0,51.79149129162624,4.907826628596734,153.07,,1.036460504886577,0.1182191100981473,11.0,1.0431807782844429,-2.901668181599764,2.095,0.248,-0.214,-1.527,1.697,1.855,0.119,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,2.0,11.285053549429666,11.0,1.307,1.673,16.726,1.253,0.19,0.125,127.144,113.2,,1.0882261361821357,1.708249,1.0,1.307,6.507058874551632,1.34745,26.56374329224076,-84.92245443558134,,,,,0,0,0,6,9,52.56936710557716,5.910266242996683,1.2688482818872109,1.91382162874963
12,17.0,51.66954728227577,3.60672939946412,156.17,,0.9145164955361124,-1.1828781190344664,12.0,1.495172587060828,0.451991808776385,2.095,0.248,-0.214,-1.527,1.697,1.855,0.119,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,2.0,10.95415663143314,11.0,0.378,1.673,16.726,1.253,0.19,0.125,127.42800000000004,112.2,,2.235541065098169,0.142884,6.0,0.063,307.70862278672905,1.34745,29.663743292240756,-81.82245443558135,,,,,0,0,0,6,8,52.56936710557716,5.910266242996683,2.473046239745246,1.91382162874963
18,17.0,51.98989441515051,3.405927149935177,154.91,,1.2348636284108494,-1.3836803685634096,18.0,1.8545779959656,0.0599009014841286,2.095,0.248,-0.214,-1.527,1.697,1.855,0.119,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,2.0,9.718600157119194,11.0,,1.673,16.726,1.253,0.19,0.125,128.08,112.6,,3.4394595431197814,,,,311.747272907876,1.34745,28.40374329224076,-83.08245443558134,,,,,0,0,1,5,9,52.56936710557716,5.910266242996683,2.5705063493378937,1.91382162874963
0,18.0,50.39095944563287,9.361928338650452,178.22,,0.0,0.0,0.0,0.0,0.0,1.187,0.433,-0.151,-1.127,2.026,0.954,-0.622,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,2.0,4.586792520248712,5.0,0.79,1.775,7.1,0.669,0.237,0.167,129.85199999999998,115.4,,0.0,0.6241000000000001,1.0,0.79,0.0,1.251875,51.71374329224077,-59.77245443558134,,,,,0,1,3,6,10,51.3689774116844,9.070961379376687,1.0203827288368723,0.9753206515733017
1,18.0,51.13013173234331,9.084455980470352,175.06,,0.7391722867104349,-0.2774723581801002,1.0,0.7895356730349549,0.7895356730349549,1.187,0.433,-0.151,-1.127,2.026,0.954,-0.622,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,2.0,2.985057612867769,5.0,0.613,1.775,7.1,0.669,0.237,0.167,127.688,113.9,,0.6233665789947591,0.3757689999999999,1.0,0.613,339.42474231612755,1.251875,48.55374329224077,-62.93245443558133,,,,,1,1,2,6,10,51.3689774116844,9.070961379376687,0.23922659300040985,0.9753206515733017
2,18.0,51.24505060415992,9.68663733083484,172.34,,0.8540911585270479,0.3247089921843873,2.0,0.913732803766766,0.1241971307318111,1.187,0.433,-0.151,-1.127,2.026,0.954,-0.622,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,2.0,7.281834666102025,5.0,2.79,1.775,7.1,0.669,0.237,0.167,129.508,114.6,,0.8349076366794753,7.7841,4.0,0.6975,20.81583847115156,1.251875,45.83374329224077,-65.65245443558133,,,,,0,0,2,5,9,51.3689774116844,9.070961379376687,0.6280244667424274,0.9753206515733017
6,18.0,52.84980954563889,7.404338011647712,158.72,,2.4588501000060177,-1.95759032700274,6.0,3.142945068351386,0.557303066146155,1.187,0.433,-0.151,-1.127,2.026,0.954,-0.622,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,2.0,0.2229466318124548,5.0,2.907,1.775,7.1,0.669,0.237,0.167,127.48000000000002,113.5,,9.8781037026743,8.450649,1.0,2.907,321.47528051018423,1.251875,32.213743292240764,-79.27245443558134,,,,,1,1,2,7,11,51.3689774116844,9.070961379376687,2.229461203702026,0.9753206515733017
7,18.0,51.22893573064701,9.817447235280074,163.7,,0.8379762850141361,0.4555188966296217,7.0,0.9537828471055456,-2.1891622212458404,1.187,0.433,-0.151,-1.127,2.026,0.954,-0.622,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,2.0,1.2098222642423824,5.0,,1.775,7.1,0.669,0.237,0.167,125.96000000000002,113.2,,0.9097017194327606,,,,28.52823848670013,1.251875,37.193743292240754,-74.29245443558135,,,,,0,0,1,6,10,51.3689774116844,9.070961379376687,0.7595082655847729,0.9753206515733017
0,19.0,52.12889105322648,64.11464070642839,209.54,,0.0,0.0,0.0,0.0,0.0,1.777,0.562,0.212,0.645,1.401,4.548,-0.149,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,2.0,11.18589990195803,18.0,0.141,0.885,15.039,2.009,0.099,0.118,129.85199999999998,115.4,,0.0,0.0198809999999999,1.0,0.141,0.0,0.5943235294117647,83.03374329224076,-28.452454435581345,,,,,1,1,1,7,13,53.24855226612067,64.44648237783352,1.1678014071496192,1.5745732253080424
1,19.0,52.03241112868557,64.21717906065174,180.89,,-0.0964799245409153,0.1025383542233555,1.0,0.1407923645879103,0.1407923645879103,1.777,0.562,0.212,0.645,1.401,4.548,-0.149,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,2.0,10.95675277645278,18.0,0.02,0.885,15.039,2.009,0.099,0.118,127.688,113.9,,0.019822489926255,0.0004,1.0,0.02,133.2563647514607,0.5943235294117647,54.38374329224075,-57.10245443558135,,,,,1,1,1,7,13,53.24855226612067,64.44648237783352,1.2375699080991378,1.5745732253080424
